,name,ad,item,text,who,page
20836,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Tickets to Cowboys Box 20/8/16, Cathy and Dennis O'Toole",Self,8
20837,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Tickets to Cowboys NRL Box 16/9/16, Cathy and Dennis O'Toole",Self,8
20838,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"TEL 25 year Anniversary Dinner x 2, Cathy and Dennis O'Toole",Self,8
20839,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Tickets to Cowboys Box 20/8/16, Cathy and Dennis O'Toole",Spouse,8
20840,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Tickets to Cowboys NRL Box 16/9/16, Cathy and Dennis O'Toole",Spouse,8
20841,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"TEL 25 year Anniversary Dinner x 2, Cathy and Dennis O'Toole",Spouse,8
20842,Ms Cathy O'Toole MP,Addition,Membership,"Qantas Club Chairman's Lounge, Dennis and Cathy O'Toole",Self,8
20843,Ms Cathy O'Toole MP,Addition,Membership,"Qantas Club Chairman's Lounge, Dennis and Cathy O'Toole",Spouse,8
20844,Ms Cathy O'Toole MP,Addition,Other asset,Superannuation - MLC,Self,5
20845,Ms Cathy O'Toole MP,Addition,Other asset,Life Assurance within Super - MLC,Self,5
20846,Ms Cathy O'Toole MP,Addition,Other asset,Superannuation - MLC,Spouse,5
20847,Ms Cathy O'Toole MP,Addition,Other asset,Life Assurance within Super - MLC,Spouse,5
20848,Ms Cathy O'Toole MP,Addition,Other income,Income from Investments set out above,Self,5
20849,Ms Cathy O'Toole MP,Addition,Other income,Wages July 2/7/16 - 5/8/16 previous workplace,Self,5
20850,Ms Cathy O'Toole MP,Addition,Other income,Income from Investments set out above,Spouse,5
20852,Ms Cathy O'Toole MP,Addition,Other asset,"Vehicle Mazda 2, Owned by Cathy O'Toole",Self,8
20853,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Qantas Club Chairman's Lounge, Dennis and Cathy O'Toole",Self,8
20854,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Tickets to Cowboys Box 20/8/16, Cathy and Dennis O'Toole",Self,8
20855,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Tickets to Cowboys NRL Box 16/9/16, Cathy and Dennis O'Toole",Self,8
20856,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"TEL 25 year Anniversary Dinner x 2, Cathy and Dennis O'Toole",Self,8
20857,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Qantas Club Chairman's Lounge, Dennis and Cathy O'Toole",Spouse,8
20858,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Tickets to Cowboys Box 20/8/16, Cathy and Dennis O'Toole",Spouse,8
20859,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Tickets to Cowboys NRL Box 16/9/16, Cathy and Dennis O'Toole",Spouse,8
20860,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"TEL 25 year Anniversary Dinner x 2, Cathy and Dennis O'Toole",Spouse,8
20861,Ms Cathy O'Toole MP,Addition,Shareholding,"Suncorp Shares, Dennis James O'Toole",Spouse,9
20862,Ms Cathy O'Toole MP,Addition,Gift,"30/7/2018, Jobtrain, Complimentary venue hire for forum, $500.00",Self,10
20863,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"27/7-4/8/18, Festival of Chamber Music - 3 separate events, Attend opening, gala, & closing events of Festival, $483.00",Self,10
20864,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"9/08/2018, Cowboys - box seat, Guest of Cowboys CEO, $300.00",Self,10
20865,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"21/08/2018, Dinner - Bank of Qld Guest, $107.00",Self,10
20866,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Ongoing, Townsville Airport Parking pass when required for meetings at airport, $5.00 per hour, As required -",Self,10
20867,Ms Cathy O'Toole MP,Addition,Not listed,"30/7/2018, Jobtrain, Complimentary venue hire for forum, $500.00",Self,10
20868,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"27/7-4/8/18, Festival of Chamber Music - 3 separate events Attend opening, gala, & closing events of Festival, $483",Self,10
20869,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"9/08/2018, Cowboys - Box seat Guest of Cowboys CEO, $300.00",Self,10
20870,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"21/08/2018, Dinner - Bank of Qld Guest, $107.00",Self,10
20871,Ms Cathy O'Toole MP,Addition,Travel or hospitality,"Ongoing, Townsville Airport Parking pass when required for meetings at airport As required - $5.00 per hour",Self,10
20872,Ms Cathy O'Toole MP,Addition,Not listed,"November 2018, Virgin Australia membership for The Club - Cathy & Dennis O'Toole",Self,11
20873,Ms Cathy O'Toole MP,Addition,Not listed,"November 2018, Qantas membership for The Chairman's Lounge - Cathy & Dennis O'Toole",Self,11
20874,Ms Cathy O'Toole MP,Addition,Not listed,"25th January 2019, Two complimentary tickets to the JCU Townsville Fire 2017/2018 Season MVP dinner, Cathy & Dennis O'Toole attended",Self,12
20875,Ms Cathy O'Toole MP,Addition,Membership,"November 2018 
Virgin Australia membership for The Club - Cathy and Dennis O'Toole",Self,11
20876,Ms Cathy O'Toole MP,Addition,Membership,"November 2018 
Virgin Australia membership for The Club - Cathy and Dennis O'Toole",Spouse,11
20877,Ms Cathy O'Toole MP,Addition,Membership,"November 2018 
Qantas membership for Chairman's Lounge - Cathy and Dennis O'Toole",Self,11
20878,Ms Cathy O'Toole MP,Addition,Membership,"November 2018 
Qantas membership for Chairman's Lounge - Cathy and Dennis O'Toole",Spouse,11
20879,Ms Cathy O'Toole MP,Addition,Gift,"25th January 2019
Two complimentary tickets to the JCU Townsville Fire 2017/2018 Season MVP dinner
Cathy and Dennis O'Toole attended",Self,12
20880,Ms Cathy O'Toole MP,Addition,Gift,"25th January 2019
Two complimentary tickets to the JCU Townsville Fire 2017/2018 Season MVP dinner
Cathy and Dennis O'Toole attended",Spouse,12
20893,Hon Craig Laundy MP,Addition,Liability,"Home loan, Westpac commenced July 16",Self,7
20894,Hon Craig Laundy MP,Addition,Real estate,"Purchase of residence, Hunters Hill, NSW July 2016",Self,7
20895,Hon Craig Laundy MP,Deletion,Other income,"Income from consulting, consulting ceased from June 2016",Self,7
20896,Hon Craig Laundy MP,Addition,Savings/other accounts,"Westpac Bank, The Laundy Family Super Fund",Other,12
20897,Hon Craig Laundy MP,Addition,Membership,Qantas Club Chairman's Lounge,Self,15
20898,Hon Craig Laundy MP,Addition,Membership,Le Club - Accor Hotels loyalty program,Self,15
20899,Hon Craig Laundy MP,Addition,Membership,Virgin Club Chairman's Lounge Membership,Self,15
20900,Hon Craig Laundy MP,Addition,Membership,Foxtel Subscription for Electorate Office,Self,15
20901,Hon Craig Laundy MP,Addition,Other income,"Income from Investment, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust",Other,14
20902,Hon Craig Laundy MP,Addition,Shareholding,"Stocklalor Pty Limited, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust",Other,9
20903,Hon Craig Laundy MP,Addition,Shareholding,Beldoc Pty Ltd,Self,9
20904,Hon Craig Laundy MP,Addition,Shareholding,Blueysparks Pty Ltd,Self,9
20905,Hon Craig Laundy MP,Addition,Shareholding,Forrhot Pty Ltd,Self,9
20906,Hon Craig Laundy MP,Addition,Shareholding,Greenasche Pty Ltd,Self,9
20907,Hon Craig Laundy MP,Addition,Shareholding,Rubydew Pty Ltd,Self,9
20908,Hon Craig Laundy MP,Addition,Trust beneficiary,Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust,Self,9
20909,Hon Craig Laundy MP,Addition,Trust beneficiary,Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust,Spouse,9
20910,Hon Craig Laundy MP,Addition,Trust beneficiary,The Laundy Family Super Fund,Self,9
20911,Hon Craig Laundy MP,Addition,Trust beneficiary,The Laundy Family Super Fund,Spouse,9
20912,Hon Craig Laundy MP,Addition,Directorship,Laundy Hotel Consulting Pty Ltd,Spouse,11
20913,Hon Craig Laundy MP,Addition,Directorship,Cooper Park Tennis Pty Ltd,Spouse,11
20914,Hon Craig Laundy MP,Addition,Directorship,Fiale Pty Ltd,Spouse,11
20915,Hon Craig Laundy MP,Addition,Directorship,The Hotel Group Pty Ltd,Spouse,11
20916,Hon Craig Laundy MP,Addition,Directorship,Haxglow Pty Ltd,Self,11
20917,Hon Craig Laundy MP,Addition,Liability,"Loan from Stockalor Pty Limited, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust",Other,11
20918,Hon Craig Laundy MP,Addition,Liability,"St George Finance, Car Finance",Self,11
20919,Hon Craig Laundy MP,Addition,Liability,"BMW Finance, Car Finance",Spouse,11
20920,Hon Craig Laundy MP,Addition,Liability,Personal Loan to Craig Laundy from Arthur and Margaret Laundy,Self,11
20921,Hon Craig Laundy MP,Addition,Gift,2 tickets to Derby Day Melbourne from Tabcorp,Self,16
20922,Hon Craig Laundy MP,Addition,Gift,2 Tickets to Derby Day Melbourne from Lion Nathan,Self,16
20923,Hon Craig Laundy MP,Deletion,Real estate,Abbotsford,Spouse,16
20924,Hon Craig Laundy MP,Addition,Shareholding,Laundy Hotel Consulting Pty Ltd,Spouse,8
20925,Hon Craig Laundy MP,Addition,Shareholding,"Cooper Park Tennis Pty Ltd, Fiale Pty Ltd",Other,8
20926,Hon Craig Laundy MP,Addition,Shareholding,"Fiale Pty Ltd, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust, Family Discretionary Trust",Other,8
20927,Hon Craig Laundy MP,Addition,Shareholding,"The Hotel Group Pty Ltd, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust, Family Discretionary Trust",Other,8
20928,Hon Craig Laundy MP,Addition,Trust beneficiary,"Laundy Exhibition Pty Ltd as trustee for the Laundy Family Trust No: 1, Family Discretionary Trust, Investment Trust",Self,10
20929,Hon Craig Laundy MP,Addition,Trust beneficiary,"Entasil Pty Ltd as trustee for the Laundy Family Trust No: 2, Family Discretionary Trust, Investment Trust",Self,10
20930,Hon Craig Laundy MP,Addition,Trust beneficiary,"AHL Hotel Management Pty Ltd as trustee for the Laundy Family Trust No: 3, Family Discretionary Trust, Investment Trust",Self,10
20931,Hon Craig Laundy MP,Addition,Trust beneficiary,"Artlaun Pty Ltd as trustee for the Laundy Family Trust No: 4, Family Discretionary Trust, Investment Trust",Self,10
20932,Hon Craig Laundy MP,Addition,Trust beneficiary,"Tolland Hotel Unit Trust, Laundy Hotel Consulting Pty Ltd as trustee for the Craig Laundy Family Trust, Investment Unit Trust, Lessor of Licensed Hotel",Other,10
20933,Hon Craig Laundy MP,Addition,Real estate,"Abbotsford, NSW, Residence",Spouse,10
20934,Hon Craig Laundy MP,Addition,Real estate,"Gundagai, NSW, Farm",Spouse,10
20935,Hon Craig Laundy MP,Addition,Real estate,"Gundagai, NSW, The Laundy Family Super Fund, Self Managed Super Fund, Farm Land",Other,10
20936,Hon Craig Laundy MP,Addition,Other asset,"Loan to Cooper Park Tennis Pty Ltd, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust, Family Discretionary Trust",Other,13
20937,Hon Craig Laundy MP,Addition,Other asset,BMW Car,Spouse,13
20938,Hon Craig Laundy MP,Addition,Other asset,Range Rover,Self,13
20939,Hon Craig Laundy MP,Addition,Other income,"Income from Consulting, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust, Family Discretionary Trust, Business Income",Other,13
20940,Hon Craig Laundy MP,Addition,Shareholding,"Stocklalor Pty Limited, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust",Other,9
20941,Hon Craig Laundy MP,Addition,Shareholding,Beldoc Pty Ltd,Self,9
20942,Hon Craig Laundy MP,Addition,Shareholding,Blueysparks Pty Ltd,Self,9
20943,Hon Craig Laundy MP,Addition,Shareholding,Forrhot Pty Ltd,Self,9
20944,Hon Craig Laundy MP,Addition,Shareholding,Greenasche Pty Ltd,Self,9
20945,Hon Craig Laundy MP,Addition,Shareholding,Rubydew Pty Ltd,Self,9
20946,Hon Craig Laundy MP,Addition,Trust beneficiary,Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust,Self,9
20947,Hon Craig Laundy MP,Addition,Trust beneficiary,Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust,Spouse,9
20948,Hon Craig Laundy MP,Addition,Trust beneficiary,The Laundy Family Super Fund,Self,9
20949,Hon Craig Laundy MP,Addition,Trust beneficiary,The Laundy Family Super Fund,Spouse,9
20950,Hon Craig Laundy MP,Addition,Liability,"Home loan, Westpac commenced July 16",Self,7
20951,Hon Craig Laundy MP,Addition,Real estate,"Purchase of residence, Hunters Hill, NSW July 2016",Self,7
20952,Hon Craig Laundy MP,Deletion,Other income,"Income from consulting, consulting ceased from June 2016",Self,7
20953,Hon Craig Laundy MP,Addition,Directorship,Laundy Hotel Consulting Pty Ltd,Spouse,11
20954,Hon Craig Laundy MP,Addition,Directorship,Cooper Park Tennis Pty Ltd,Spouse,11
20955,Hon Craig Laundy MP,Addition,Directorship,Fiale Pty Ltd,Spouse,11
20956,Hon Craig Laundy MP,Addition,Directorship,The Hotel Group Pty Ltd,Spouse,11
20957,Hon Craig Laundy MP,Addition,Directorship,Haxglow Pty Ltd,Self,11
20958,Hon Craig Laundy MP,Addition,Liability,"Loan from Stockalor Pty Limited, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust",Other,11
20959,Hon Craig Laundy MP,Addition,Liability,"St George Finance, Car Finance",Self,11
20960,Hon Craig Laundy MP,Addition,Liability,"BMW Finance, Car Finance",Spouse,11
20961,Hon Craig Laundy MP,Addition,Liability,Personal Loan to Craig Laundy from Arthur and Margaret Laundy,Self,11
20962,Hon Craig Laundy MP,Addition,Trust beneficiary,"Laundy Exhibition Pty Ltd as trustee for the Laundy Family Trust No: 1, Family Discretionary Trust, Investment Trust",Self,10
20963,Hon Craig Laundy MP,Addition,Trust beneficiary,"Entasil Pty Ltd as trustee for the Laundy Family Trust No: 2, Family Discretionary Trust, Investment Trust",Self,10
20964,Hon Craig Laundy MP,Addition,Trust beneficiary,"AHL Hotel Management Pty Ltd as trustee for the Laundy Family Trust No: 3, Family Discretionary Trust, Investment Trust",Self,10
20965,Hon Craig Laundy MP,Addition,Trust beneficiary,"Artlaun Pty Ltd as trustee for the Laundy Family Trust No: 4, Family Discretionary Trust, Investment Trust",Self,10
20966,Hon Craig Laundy MP,Addition,Trust beneficiary,"Tolland Hotel Unit Trust, Laundy Hotel Consulting Pty Ltd as trustee for the Craig Laundy Family Trust, Investment Unit Trust, Lessor of Licensed Hotel",Other,10
20967,Hon Craig Laundy MP,Addition,Real estate,"Abbotsford, NSW, Residence",Spouse,10
20968,Hon Craig Laundy MP,Addition,Real estate,"Gundagai, NSW, Farm",Spouse,10
20969,Hon Craig Laundy MP,Addition,Real estate,"Gundagai, NSW, The Laundy Family Super Fund, Self Managed Super Fund, Farm Land",Other,10
20970,Hon Craig Laundy MP,Addition,Other income,"Income from Investment, Laundy Hotel Consulting Pty Ltd as trustee for the Craig Laundy Family Trust, Family Discretionary Trust, Investment income ",Self,14
20971,Hon Craig Laundy MP,Addition,Savings/other accounts,"Westpac Bank, The Laundy Family Super Fund",Self,12
20972,Hon Craig Laundy MP,Addition,Membership,"Qantas Club Chairman's Lounge, Airport Lounge",Self,15
20973,Hon Craig Laundy MP,Addition,Membership,"Le Club – Accor Hotels loyalty program, Hotel Loyalty",Self,15
20974,Hon Craig Laundy MP,Addition,Membership,"Virgin Club Chairman's Lounge Membership, Airport Lounge",Self,15
20975,Hon Craig Laundy MP,Addition,Membership,"Foxtel subscription for Electorate Office, Subscription",Self,15
20976,Hon Craig Laundy MP,Addition,Travel or hospitality,2 tickets to Derby Day Melbourne from Tabcorp,Self,16
20977,Hon Craig Laundy MP,Addition,Travel or hospitality,2 tickets to Derby Day Melbourne from Lion Nathan,Self,16
20978,Hon Craig Laundy MP,Deletion,Not listed,Abbotsford,Self,16
20979,Hon Craig Laundy MP,Addition,Travel or hospitality,2 tickets to the Women's Australian Open from NAB,Self,17
20980,Hon Craig Laundy MP,Addition,Travel or hospitality,2 tickets to the Men’s Australian Open from Accor,Self,17
20981,Hon Craig Laundy MP,Addition,Other asset,"Loan to Cooper Park Tennis Pty Ltd, Laundy Hotel Consulting Pty Ltd as trustee for the Craig Laundy Family Trust, Family Discretionary Trust ",Self,13
20982,Hon Craig Laundy MP,Addition,Other asset,"Range Rover, Craig Laundy",Self,13
20983,Hon Craig Laundy MP,Addition,Other asset,"BMW Car, Suzanne Laundy",Spouse,13
20984,Hon Craig Laundy MP,Addition,Other income,"Income from Consulting, Laundy Hotel Consulting Pty Ltd as trustee for the Craig Laundy Family Trust, Family Discretionary Trust, Business income",Self,13
20985,Hon Craig Laundy MP,Addition,Gift,Tickets to the Women's Australian Open from NAB,Self,17
20986,Hon Craig Laundy MP,Addition,Gift,Tickets to the Men's Australian Open from Accor,Self,17
20987,Hon Craig Laundy MP,Addition,Gift,4 x Birdcage Tickets from Tabcorp & Lion Nathan for Derby Day 2017,Self,18
20988,Hon Craig Laundy MP,Addition,Travel or hospitality,4 x Birdcage tickets from Tabcorp and Lion Nathan for Derby Day 2017 ,Self,18
20989,Hon Craig Laundy MP,Addition,Shareholding,Laundy Hotel Consulting Pty Ltd,Spouse,8
20990,Hon Craig Laundy MP,Addition,Shareholding,"Cooper Park Tennis Pty Ltd, Fiale Pty Ltd",Other,8
20991,Hon Craig Laundy MP,Addition,Shareholding,"Fiale Pty Ltd, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust, Family Discretionary Trust",Other,8
20992,Hon Craig Laundy MP,Addition,Shareholding,"The Hotel Group Pty Ltd, Laundy Hotel Consulting Pty Ltd as trustee for The Craig Laundy Family Trust, Family Discretionary Trust",Other,8
20993,Hon Craig Laundy MP,Addition,Gift,"2 x tickets to the Australian Open Tennis, provided by ACCOR",Self,19
20994,Hon Craig Laundy MP,Addition,Gift,"2 x tickets to Melbourne Cup Day at Flemington Racecourse - Bird Cage, provided by Tabcorp",Self,19
20995,Hon Craig Laundy MP,Addition,Not listed,"2 x tickets to Australian Open Tennis, provided by Accor",Self,19
20996,Hon Craig Laundy MP,Addition,Not listed,"2 x tickets to Melbourne Cup Day at Flemington Racecourse - Birdcage, provided by Tab corp",Self,19
20997,Mr Chris Hayes MP,Addition,Gift,ASTRA have again renewed my complimentary subscription to Foxtel in my electorate office in Cabramatta. ,Self,9
21000,Mr Chris Hayes MP,Addition,Membership,Australian Labor Party ,Self,6
21001,Mr Chris Hayes MP,Addition,Membership,Australian Workers Union ,Self,6
21002,Mr Chris Hayes MP,Addition,Membership,National Press Club ,Self,6
21003,Mr Chris Hayes MP,Addition,Membership,Australian Labor Party ,Spouse,6
21004,Mr Chris Hayes MP,Addition,Membership,National Press Club ,Spouse,6
21006,Mr Chris Hayes MP,Addition,Real estate,"Leumeah NSW, family home ",Self,3
21007,Mr Chris Hayes MP,Addition,Real estate,"Griffith ACT, Canberra residence ",Self,3
21008,Mr Chris Hayes MP,Addition,Real estate,"Manyana NSW, holiday home ",Self,3
21009,Mr Chris Hayes MP,Addition,Real estate,"Leumeah NSW, family home",Spouse,3
21010,Mr Chris Hayes MP,Addition,Real estate,"Griffith ACT, Canberra residence",Spouse,3
21011,Mr Chris Hayes MP,Addition,Real estate,"Manyana NSW, holiday home
",Spouse,3
21012,Mr Chris Hayes MP,Addition,Liability,"Home loan for Leumeah, ANZ ",Self,4
21013,Mr Chris Hayes MP,Addition,Liability,"Home loan for Canberra, ANZ ",Self,4
21014,Mr Chris Hayes MP,Addition,Liability,"Home loan for Mayana, ANZ ",Self,4
21015,Mr Chris Hayes MP,Addition,Liability,"Car loan, Toyota Finance ",Self,4
21016,Mr Chris Hayes MP,Addition,Liability,"Home loan for Leumeah, ANZ",Spouse,4
21017,Mr Chris Hayes MP,Addition,Liability,"Home loan for Canberra, ANZ",Spouse,4
21018,Mr Chris Hayes MP,Addition,Liability,"Home loan for Mayana, ANZ",Spouse,4
21019,Mr Chris Hayes MP,Addition,Bonds/debenture,"Investment in Agri buisness, Gunns P/L",Self,4
21020,Mr Chris Hayes MP,Addition,Liability,"Investment in Agri buisness, Gunns P/L",Spouse,4
21021,Mr Chris Hayes MP,Addition,Liability,"Benenture Alberg Ski Lodge, Wilmero P/L",Spouse,4
21022,Mr Chris Hayes MP,Addition,Savings/other accounts,"Savings A/C x 2, Police credit union ",Self,4
21023,Mr Chris Hayes MP,Addition,Savings/other accounts,"Cheque A/C, ANZ",Self,4
21024,Mr Chris Hayes MP,Addition,Savings/other accounts,"Savings A/C, ANZ",Self,4
21025,Mr Chris Hayes MP,Addition,Savings/other accounts,"Cheque A/C, ANZ",Spouse,4
21026,Mr Chris Hayes MP,Addition,Savings/other accounts,"Savings A/C, ANZ",Self,4
21027,Mr Chris Hayes MP,Addition,Other asset,Superannuation and life insurance with Australian Super ,Self,5
21028,Mr Chris Hayes MP,Addition,Other asset,Qantas Frequent Flyer Points ,Self,5
21029,Mr Chris Hayes MP,Addition,Other asset,Superannuation and life insurance with Australian Super,Spouse,5
21030,Mr Chris Hayes MP,Addition,Gift,"Chinese ornament from the Australian Chinese Buddhist Society. The value of this ornament is unknown, however, it will be kept in Parliament House.",Self,8
21031,Mr Chris Hayes MP,Addition,Real estate,"Leurah NSW, Family Home",Self,3
21032,Mr Chris Hayes MP,Addition,Real estate,"Griffith ACT, Canberra residence",Self,3
21033,Mr Chris Hayes MP,Addition,Real estate,"Manyana NSW, Holiday Home",Self,3
21034,Mr Chris Hayes MP,Addition,Real estate,"Leurah NSW, Family Home",Spouse,3
21035,Mr Chris Hayes MP,Addition,Real estate,"Griffith ACT, Canberra residence",Spouse,3
21036,Mr Chris Hayes MP,Addition,Real estate,"Manyana NSW, Holiday Home",Spouse,3
21039,Mr Chris Hayes MP,Addition,Other asset,Superannuation and life Insurance with Australian Super,Self,5
21040,Mr Chris Hayes MP,Addition,Other asset,Qantas frequent flyer points,Self,5
21041,Mr Chris Hayes MP,Addition,Other asset,Superannuation and life Insurance with Australian Super,Spouse,5
21042,Mr Chris Hayes MP,Addition,Membership,Australian Labor Party,Self,6
21043,Mr Chris Hayes MP,Addition,Membership,Australian Workers Union,Self,6
21044,Mr Chris Hayes MP,Addition,Membership,Australian Labor Party,Spouse,6
21045,Mr Chris Hayes MP,Addition,Membership,National Press Club,Spouse,6
21046,Mr Chris Hayes MP,Addition,Membership,National Press Club,Self,6
21048,Mr Chris Hayes MP,Addition,Gift,"10 July 2017, Chinese ornament from the Chinese Buddhist Society, value unknown",Self,8
21049,Mr Chris Hayes MP,Addition,Not listed,ASTRA have again renewed my complimentary subscription to Foxtel in my electorate office in Cabramatta,Self,9
21050,Mr Chris Hayes MP,Addition,Liability,"Home loan for Leumeah, ANZ",Self,4
21051,Mr Chris Hayes MP,Addition,Liability,"Home loan for Canberra, ANZ",Self,4
21052,Mr Chris Hayes MP,Addition,Liability,"Home loan for Manyana, ANZ",Self,4
21053,Mr Chris Hayes MP,Addition,Liability,"Car Loan, Toyota Finance",Self,4
21054,Mr Chris Hayes MP,Addition,Liability,"Home loan for Leumeah, ANZ",Spouse,4
21055,Mr Chris Hayes MP,Addition,Liability,"Home loan for Canberra, ANZ",Spouse,4
21056,Mr Chris Hayes MP,Addition,Liability,"Home loan for Manyana, ANZ",Spouse,4
21057,Mr Chris Hayes MP,Addition,Bonds/debenture,"Investment in Agri Business, Gunns P/L",Self,4
21058,Mr Chris Hayes MP,Addition,Bonds/debenture,"Debonture Albury Ski Lodge, Wilmero P/L",Spouse,4
21059,Mr Chris Hayes MP,Addition,Savings/other accounts,"Savings A/C, Police Credit Union",Self,4
21060,Mr Chris Hayes MP,Addition,Savings/other accounts,"Savings A/C, Police Credit Union",Self,4
21061,Mr Chris Hayes MP,Addition,Savings/other accounts,"Cheque A/C, ANZ",Self,4
21062,Mr Chris Hayes MP,Addition,Savings/other accounts,"Savings A/C, ANZ",Self,4
21063,Mr Chris Hayes MP,Addition,Savings/other accounts,"Cheque A/C, ANZ",Spouse,4
21064,Mr Chris Hayes MP,Addition,Savings/other accounts,"Savings A/C, ANZ",Spouse,4
21065,Mr Chris Hayes MP,Addition,Travel or hospitality,"I recently travelled to Turkey from 20 April 2018 to 4 May 2018 to participate in a program arranged by the Australian Turkish Advocacy Alliance. I was also part of the Australian delegation at the Anzac Day ceremonies at Gallipoli. 
Together with an Officer at the Australian Embassy, I met with representatives of the UNHCR, as well as the leadership of various churches and service providers associated with the provision of humanitarian relief for displace people as a consequence of the Middle East crisis. 
My travel and accommodation was provided by the Islamic Council of Halal Meats Australia. ",Self,10
21066,Mr Chris Hayes MP,Addition,Travel or hospitality,Travel to and accommodation in Turkey to participate in a program arranged by the Australian Turkish Advocacy Alliance provided by the Islamic Council of Halal Meats Australia,Self,10
21067,Mr Chris Hayes MP,Addition,Travel or hospitality,"From 7 October 2018 - 13 October 2018, at the invitation of Br Armin, De La Salle University, I travelled to Manila, Philippines to address law students on the issue of human rights violations.
The cost of the return airfares to Manila were met by me, however, all meals and accommodation , at the Brother's quarters in De La Salle University, were provided at no cost.",Self,11
21068,Mr Chris Hayes MP,Addition,Travel or hospitality,"From 29 October 2018 to 31 October 2018, at the invitation of Parliamentarians for Global Action, I travelled to Kuala Lumpur, Malaysia to address a Regional Parliamentary Seminar: Standing Against Death Penalty in Asia.
The cost of the return economy airfares to Kuala Lumpur, as well as accommodation, were met by Parliamentarians for Global Action. the majority of meals were also provided at no cost.",Self,12
21069,Mr Chris Hayes MP,Addition,Travel or hospitality,"From 29 October 2018 to 31 October 2018, at the invitation of Parliamentarians for Global Action, I travelled to Kuala Lumpur, Malaysia to address a Regional Parliamentary Seminar: Standing Against Death Penalty in Asia.
The cost of return economy airfares to Kuala Lumpur, as well as accommodation, were met by Parliamentarians for Global Action. The majority of meals were also provided at no cost.",Self,12
21070,Mr Chris Hayes MP,Addition,Travel or hospitality,"From 7 October 2018 - 13 October 2018, at the invitation of Br Armin, De La Salle University, I travelled to Manila, Philippines to address law students on the issue of human rights violations.
The cost of the return airfares to Manila were met by me, however, all meals and accommodation , at the Brother's quarters in De La Salle University, were provided at no cost.",Self,11
21071,Mr Chris Hayes MP,Addition,Not listed,"From 7 January 2019 - 16 January 2019 I was part of a delegation to Kuwait and Palestine. The delegation to Kuwait and Palestine was hosted by the Kuwait Parliament and Palestinian Authority. All airfares were provided by the Kuwait Parliament, as was the accommodation and meals during our stay in Jordan and Palestine, including ground travel, was provided by the Palestinian Authority.",Self,13
21072,Mr Chris Hayes MP,Addition,Not listed,"From 7 January 2019 - 16 January 2019 I was part of a delegation to Kuwait and Palestine. The delegation to Kuwait and Palestine was hosted by the Kuwait Parliament and Palestinian Authority. All airfares were provided by the Kuwait Parliament, as was accomodation and meals during our stay in Kuwait. All other accommodation and meals, during our stay in Jordan and Palestine, including ground travel, was provided by the Palestinian Authority.",Self,13
21073,Mr Chris Hayes MP,Addition,Not listed,"From 7 January 2019 - 16 January 2019 I was part of a delegation to Kuwait and Palestine. The delegation to Kuwait and Palestine was hosted by the Kuwait Parliament and Palestinian Authority. All airfares were provided by the Kuwait Parliament, as was accomodation and meals during our stay in Kuwait. All other accommodation and meals, during our stay in Jordan and Palestine, including ground travel, was provided by the Palestinian Authority.",Self,13
21074,Mr Ross Hart MP,Addition,Liability,"MORTGAGE, ANZ",Self,4
21075,Mr Ross Hart MP,Addition,Liability,"OVERDRAFT, ANZ",Self,4
